Name,Faculty,Document,Year,Link Detail Title
Rizal Munadi,FT,Application of GSM Communication System on Flood Alarm Systems,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:TFP_iSt0sucC
Rizal Munadi,FT,ANALISIS KINERJA PENGGUNAAN RADIO FREQUENCY IDENTIFICATION (RFID) DAN QUICK RESPONSE CODE (QR CODE) PADA PENCARIAN DATA MEDIS,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:isC4tDSrTZIC
Rizal Munadi,FT,Enhancement of Adaptive Auto Rate Fallback with Collision Detection for IEEE 802.11 n/ac WLANs,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:IWHjjKOFINEC
Rizal Munadi,FT,Implementation of GSM based Flood Data Communication in the Flood Disaster Location Information System,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:hC7cP41nSMkC
Rizal Munadi,FT,Implementasi Metode Simple Additive Weighting Pada Penentuan Peringkat Kerentanan Website (Studi Kasus Website Universitas Negeri Aceh),2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:qUcmZB5y_30C
Rizal Munadi,FT,Penerapan Multiple Attribute Decision Making dengan Metode Simple Additive Weighting untuk Pemeringkatan Kerentanan Keamanan Website,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:qxL8FJ1GzNcC
Rizal Munadi,FT,"Perancangan Dan Pengujian Antena Microstrip Circular Patch Array Dua Elemen Untuk Aplikasi WiMAX 2, 3 Ghz",2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:kNdYIx-mwKoC
Rizal Munadi,FT,Pengujian dan Analisis Keamanan WPA2 dan Signal Strength pada Router Berbasis OpenWrt,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:Se3iqnhoufwC
Rizal Munadi,FT,Evaluasi Daya Terima Sinyal 3G Pada Daerah Sub Urban di Banda Aceh,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:qjMakFHDy7sC
Rizal Munadi,FT,Pengujian Performansi Jaringan Testbed MPLS-VPN Pada Laboratorium Jaringan Komputer,2012,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:UeHWp8X0CEIC
Rizal Munadi,FT,Pengujian Polarisasi Linier Terhadap Kualitas SNR Pada Sistem Komunikasi Nirkabel IEEE 802.11 g,2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:W7OEmFMy1HYC
Rizal Munadi,FT,A Mixed Strategy of Cost Reduction in Location Management in Cellular Networks,2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:d1gkVwhDpl0C
Rizal Munadi,FT,Performansi Filter Digital FIR dan IIR pada Pengolahan Sinyal Radar,2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:WF5omc3nYNoC
Rizal Munadi,FT,Evaluasi Parameter RAW Berdasarkan Multirate Pada IEEE 802.11 ah: Simulasi Kinerja Optimum Jaringan IoT,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:zA6iFVUQeVQC
Rizal Munadi,FT,Perancangan Augmented Reality dengan Metode Marker Card Detection dalam Pengenalan Karakter Korea,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:ZHo1McVdvXMC
Rizal Munadi,FT,Penerapan Metode Perancangan Virtual Reality: Tinjauan Literatur,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:SeFeTyx0c_EC
Rizal Munadi,FT,"Evaluasi Jaringan LTE pada Kawasan Blank Spot Menggunakan Model Propagasi COST-231 (Studi Kasus: Kecamatan Leupung, Aceh Besar)",2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:M05iB0D1s5AC
Rizal Munadi,FT,Analisis Performasi Transmisi Video Pada Jaringan Multicast Dan Unicast Dengan Menggunakan WLAN IEEE 802.11 n,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:RYcK_YlVTxYC
Rizal Munadi,FT,MANAJEMEN BANDWIDTH PADA JARINGAN LOKAL MENGGUNAKAN SISTEM OPERASI VYOS,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:J_g5lzvAfSwC
Rizal Munadi,FT,Analisis Kualitas Layanan Video Call Menggunakan Aplikasi Skype pada Jaringan Long Term Evolution (LTE),2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:NaGl4SEjCO4C
Rizal Munadi,FT,Performance of Centralized Authentication Control in IEEE 802.11 ah with Multirate Registration,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:BqipwSGYUEgC
Rizal Munadi,FT,Simple Prevention of Advanced Stealth Man-in-The-Middle Attack in WPA2 Wi-Fi Networks,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:NMxIlDl6LWMC
Rizal Munadi,FT,Evaluasi Teknik Penyadapan Lalu Lintas Data Dengan Session Hijacking Pada Protokol HTTP,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:M3NEmzRMIkIC
Rizal Munadi,FT,Implementation of SMS Gateway in the Flood Notification System using Raspberry Pi,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:maZDTaKrznsC
Rizal Munadi,FT,PENGARUH BUFFER LENGTH DAN TCP WINDOW SIZE TERHADAP KUALITAS LAYANAN VIDEO STREAMING PADA PROTOKOL RTMP,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:4OULZ7Gr8RgC
Rizal Munadi,FT,Reduksi Osilasi Daya pada MPPT Panel Surya dengan Metode Kombinasi PNO dan Fuzzy,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:iH-uZ7U-co4C
Rizal Munadi,FT,Analisa Kinerja TCP HYBLA pada Jaringan Wireless Mesh Network (WMN),2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:bEWYMUwI8FkC
Rizal Munadi,FT,"Evaluasi Jaringan LTE pada Kawasan Blank Spot Menggunakan Model Propagasi COST-231 (Studi Kasus: Kecamatan Leupung, Aceh Besar)",2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:_Qo2XoVZTnwC
Rizal Munadi,FT,ANALISIS PERBANDINGAN THROUGHPUT DENGAN VARIASI DAYA PANCAR PADA JARINGAN WIRELESS 802.11 g dan 802.11 n,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:e5wmG9Sq2KIC
Rizal Munadi,FT,Precopy Live Migration on Core Network Virtualization Internet Protocol Multimedia Subsystem,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:hFOr9nPyWt4C
Rizal Munadi,FT,The Performance Analysis of Wireless Distribution System Using Point to Multipoint Network Topology,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:dhFuZR0502QC
Rizal Munadi,FT,The Design of Capacitive Slit on Improving the Antenna Gain of Binomial Double Strip Hexacula Omnidirectional Broadband Antenna,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:9ZlFYXVOiuMC
Rizal Munadi,FT,Flood Early Warning Information System for Multi-Location Based Android,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:hMod-77fHWUC
Rizal Munadi,FT,Analysis of Web Server Security Against Structure Query Language Injection Attacks in ASEAN Senior High Schools,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:4DMP91E08xMC
Rizal Munadi,FT,"Desain dan Pengujian Antena Microstrip Rectangular Patch Array Dua Elemen Untuk Wimax 2, 3 GHz",2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:3fE2CSJIrl8C
Rizal Munadi,FT,The Performance Analysis of Wireless Distribution System Using Point to Multipoint Network Topology,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:L8Ckcad2t8MC
Rizal Munadi,FT,ANALISIS PENERAPAN TEKNIK SEARCH ENGINE OPTIMIZATION ON-PAGE DAN OFF-PAGE PADA WEBSITE,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:ULOm3_A8WrAC
Rizal Munadi,FT,An evaluation of DNS server health of public universities in Sumatera Island,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:MXK_kJrjxJIC
Rizal Munadi,FT,Perancangan dan Penerapan Algoritme 4DES (Studi Kasus Pada Keamanan Berkas Rekam Medis),2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:roLk4NBRz8UC
Rizal Munadi,FT,Circular Patch Microstrip Antenna Design for Wideband Communication,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:RHpTSmoSYBkC
Rizal Munadi,FT,The High Gain Microstrip Antenna for Terresterial Television Signal Reception,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:KlAtU1dfN6UC
Rizal Munadi,FT,High Gain Stacking Microstrip Antenna for UHF Band Communication,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:TQgYirikUcIC
Rizal Munadi,FT,RANCANG BANGUN ANTENA BROADBAND ENAM CABANG SALURAN DENGAN METODE BINOMIAL CELAH KAPASITIF TUNGGAL,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:fPk4N6BV_jEC
Rizal Munadi,FT,PENGUJIAN DNS HEALTH DENGAN DNS BENCHMARK,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:u_35RYKgDlwC
Rizal Munadi,FT,Design and Development of The Web Based Agricultural Information System of. Pidie Jaya District,2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:R3hNpaxXUhUC
Rizal Munadi,FT,UJI STATISTIK KUALITAS LAYANAN VIDEO STREAMING PADA TUNNELING ISATAP DAN 6to4,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:_kc_bZDykSQC
Rizal Munadi,FT,Planning and analyzing DVB-T technology in Pulo Aceh using high altitude platform station,2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:eQOLeE2rZwMC
Rizal Munadi,FT,Location Management Cost Strategies in Cellular Networks,2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:_FxGoFyzp5QC
Rizal Munadi,FT,Evaluation of distance-based location update and sequential paging in PCS registration system,2005,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:Tyk-4Ss8FVUC
Rizal Munadi,FT,Strategi manajemen dan analisis risiko dalam bisnis satelit di Indonesia,2000,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:dfsIfKJdRG4C
Rizal Munadi,FT,Strategi manajemen dan analisis risiko dalam bisnis satelit di Indonesia (suatu kasus pada PT. Satelindo),2000,/citations?view_op=view_citation&hl=en&oe=ASCII&user=0hlDgjwAAAAJ&cstart=20&pagesize=80&citation_for_view=0hlDgjwAAAAJ:4JMBOYKVnBMC
Muhammad Rusdi,FP,"Land evaluation suitability for settlement based on soil permeability, topography and geology ten years after tsunami in Banda Aceh, Indonesia",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:KlAtU1dfN6UC
Muhammad Rusdi,FP,"Perbandingan Klasifikasi Maximum Likelihood dan Object Oriented pada Pemetaan Penutupan/Penggunaan Lahan (Studi Kasus Kabupaten Gayo Lues Aceh, HTI PT. Wirakarya Sakti Jambi …",2005,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:Zph67rFs4hoC
Muhammad Rusdi,FP,"Land Suitability Evaluation for Settlement Based on Soil Bearing Capacity in Banda Aceh, Indonesia",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:3fE2CSJIrl8C
Muhammad Rusdi,FP,"Land Suitability Evaluation for Settlement Based on Soil Bearing Capacity in Banda Aceh, Indonesia",2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:IWHjjKOFINEC
Muhammad Rusdi,FP,Efikasi Campuran Herbisida Pendimethalin serta Pengaruhnya Terhadap Gulma dan Hasil Tanaman Kedelai,2006,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:YOwf2qJgpHMC
Muhammad Rusdi,FP,"The Land Evaluation System for Sustainable Settlement in Banda Aceh, Indonesia",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:MXK_kJrjxJIC
Muhammad Rusdi,FP,"Penggunaan Aplikasi Sistem Penentuan Tanah Untuk Kesesuaian Kawasan Penempatan Pasca Bencana Tsunami Di Banda Aceh, Indonesia",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:kNdYIx-mwKoC
Muhammad Rusdi,FP,A Conceptual Approach to Land Suitability Evaluation for Residential Settlement in Aceh Using Geographic Information System (GIS),2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:ZeXyd9-uunAC
Muhammad Rusdi,FP,"Application of the Land Suitability Evaluation System for Sustainable Settlement: A Review after Ten Years of Tsunami in Aceh, Indonesia",2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:L8Ckcad2t8MC
Muhammad Rusdi,FP,"Water salinity evaluation suitability for settlement after ten year tsunami in Banda Aceh, Indonesia",2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:8k81kl-MbHgC
Muhammad Rusdi,FP,"Post Tsunami: Marine Protected Areas (MPA) Zonation Structure of Pulo Aceh, Indonesia",2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:5nxA0vEk-isC
Muhammad Rusdi,FP,"Land Cover/Land Use Mapping Using Object Oriented Classification Method : A Case Study In Kabupaten Gayo Lues Aceh and HTI PT. Wirakarya Sakti Distrik 1,Provinsi Jambi Indonesia",2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:7PzlFSSx8tAC
Muhammad Rusdi,FP,Seagrass Communities Changes Between 2003 and 2008 at Pulau Gazumbo in The Straits of Malacca,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:dhFuZR0502QC
Muhammad Rusdi,FP,"Zonation Clustering in Marine Protected Areas of Pulo Aceh, Indonesia Using Geographical Information System (GIS)",2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:QIV2ME_5wuYC
Muhammad Rusdi,FP,The Diversity of Seagrass of Sulu and Celebes Sea,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:9ZlFYXVOiuMC
Muhammad Rusdi,FP,"The Diversity and Biomass of Seagrasses at Pulau Mabul, Sabah, Malaysia",2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:mVmsd5A6BfQC
Muhammad Rusdi,FP,Incorporating Hydroacoustic Signal Classification Technique to Limits of Acceptable Change Framework at Pulau Payar Marine Park,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:Wp0gIr-vW9MC
Muhammad Rusdi,FP,Changes of the Coral Cover Over 10 Years in Marine Protected Area: Comparing Two Different Sites at Pulau Payar Marine Park in the Northern Straits of Malacca,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:4DMP91E08xMC
Muhammad Rusdi,FP,"Object Oriented Classification Method in Coastal Land cover Mapping: A Case Study in Aitussalam, Aceh, Indonesia",2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:_kc_bZDykSQC
Muhammad Rusdi,FP,Pemanfaatan Data ALOS untuk Deteksi Perubahan Tutupan Lahan Akibat Bencana Tsunami,2009,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&citation_for_view=BdDiQIYAAAAJ:0EnyYjriUFMC
Muhammad Rusdi,FP,Perbandingan Object Oriented Classification dan Maximum Likelihood Classification pada Pemetaan Penutupan Lahan di Kabupaten Gayo Lues,2008,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:ULOm3_A8WrAC
Muhammad Rusdi,FP,Biomass estimation and carbon stock calculation in the industrial forest plantation of PT WKS Jambi using Landsat data,2005,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:aqlVkmm33-oC
Muhammad Rusdi,FP,Evaluasi Klasifikasi Berbasis Objek Untuk Pemetaan Liputan Hutan dan Lahan,2005,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:qxL8FJ1GzNcC
Muhammad Rusdi,FP,"Aplikasi Sistem Informasi Geografis Untuk Memetakan Daya Dukung Lahan Permukiman Di Banda Aceh, Indonesia",2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:hC7cP41nSMkC
Muhammad Rusdi,FP,A Conceptual Approach to Land Suitability Evaluation Base on Disaster for Residential Settlement in Banda Aceh Using Geographic Information System (GIS),2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:qUcmZB5y_30C
Muhammad Rusdi,FP,Diskriminasi Tegakan HTI Menggunakan Object Oriented Clasification (Studi Kasus HTI PT. Wirakarya Sakti Jambi),2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:M3ejUd6NZC8C
Muhammad Rusdi,FP,Diskriminasi Tegakan HTI Menggunakan Object Oriented Clasification (Studi Kasus HTI PT. Wirakarya Sakti Jambi),2004,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:4TOpqqG69KYC
Muhammad Rusdi,FP,Tinjauan Tata Ruang dan Hubungannya dengan Pengusahaan Lahan di Kota Sabang,2001,/citations?view_op=view_citation&hl=en&oe=ASCII&user=BdDiQIYAAAAJ&cstart=20&pagesize=80&citation_for_view=BdDiQIYAAAAJ:UebtZRa9Y70C
Asep Rusyana,FMIPA,Kovats Retention Index analysis of flavor and fragrance compound using Biplot Statistical method in gas chromatography systems,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:r0BpntZqJG4C
Asep Rusyana,FMIPA,SARIMA model for forecasting foreign tourists at the Kualanamu International Airport,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:_FxGoFyzp5QC
Asep Rusyana,FMIPA,Grouping of Retention Index on Gas Chromatography using Cluster Analysis,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:M3NEmzRMIkIC
Asep Rusyana,FMIPA,Simple combination method of FTIR spectroscopy and chemometrics for qualitative identification of cattle bones,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:k_IJM867U9cC
Asep Rusyana,FMIPA,Analysis of temperature and column variation in gas chromatography to dead time of inert gas and n-alkane homologous series using randomized block design,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:isC4tDSrTZIC
Asep Rusyana,FMIPA,Hubungan Indeks Prestasi Kumulatif (IPK) dengan Nilai Ujian Akhir Nasional (UAN)(Studi Kasus di FMIPA Unsyiah),2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:IWHjjKOFINEC
Asep Rusyana,FMIPA,Penerapan Metode K-Means dalam Pengelompokan Wilayah Menurut Intensitas Kejadian Bencana Alam di Indonesia Tahun 2013-2018,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:_Qo2XoVZTnwC
Asep Rusyana,FMIPA,Pendugaan Selang Kepercayaan Persentil Bootstrap Nonparametrik untuk Parameter Regresi,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:u-x6o8ySG0sC
Asep Rusyana,FMIPA,Alternative briquette material made from palm stem biomass mediated by glycerol crude of biodiesel byproducts as a natural adhesive,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:hMod-77fHWUC
Asep Rusyana,FMIPA,Peramalan Jumlah Penumpang Pesawat Di Bandara Sultan Iskandar Muda Dengan Metode SARIMA (Seasonal Autoregressive Integrated Moving Average),2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:-f6ydRqryjwC
Asep Rusyana,FMIPA,CORRESPONDENCE ANAL IN SABANG TO,2010,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:RHpTSmoSYBkC
Asep Rusyana,FMIPA,"Exposing women oyster seekers to estuary water over the pap smear in Krueng Tibang river, Alue Naga, Banda Aceh",2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:TFP_iSt0sucC
Asep Rusyana,FMIPA,Application of ARCH model on nutmeg price forecasting in South Aceh district,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:iH-uZ7U-co4C
Asep Rusyana,FMIPA,Aplikasi Analisis Korespondensi Berganda Terhadap Status Gizi Remaja di Kota Banda Aceh,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:j3f4tGmQtD8C
Asep Rusyana,FMIPA,Classification of the length of study based on the student characteristics and academic performance in FMIPA Unsyiah,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:e5wmG9Sq2KIC
Asep Rusyana,FMIPA,Analisis Konjoin untuk Menilai Pembukaan Program Studi Statistika di Universitas Syiah Kuala,2009,/citations?view_op=view_citation&hl=en&oe=ASCII&user=mybDPWAAAAAJ&citation_for_view=mybDPWAAAAAJ:d1gkVwhDpl0C
